,id,title,thumbnail.alt_text,date_start,date_end,date_display,artist_display,place_of_origin,dimensions,medium_display,credit_line,department_title,artist_title,classification_title
75,185082,"Camera Obscura Image of Building Cluster in Office, LaSalle Bank, Chicago",A work made of gelatin silver print; edition 2/30.,2005.0,2005.0,2005,"Abelardo Morell
American, born Cuba 1948",United States,46.1 × 57.2 cm (image); 50.9 × 61 cm (paper),Gelatin silver print; edition 2/30,Gift of Abelardo Morell,Photography and Media,Abelardo Morell,photograph
76,189597,Equestrian and Four Figures,A work made of terracotta.,1175.0,1500.0,Probably late 12th/15th century,"Bankoni
Bougouni region, Mali
Northern Africa and the Sahel",Mali,Horse and Rider: 70 × 21 × 48.5 cm (27 1/2 × 8 1/4 × 19 in.); Figures: 28.5 × 14.6 × 19.3 cm (17 1/4 × 5 3/4 × 7 5/8 in.); 46 × 14.7 × 19 cm (18 × 5 7/8 × 7 1/2 in.);                                                                                                                                     44 × 10.2 × 18.5 cm (17 1/4 × 4 × 7 1/4 in.); 28.5 × 12.7 × 18.4 cm (17 3/8 × 5 × 7 1/4 in.),Terracotta,Ada Turnbull Hertle Endowment,Arts of Africa,Bankoni,sculpture
77,193664,The Captive Slave (Ira Aldridge),"Painting of a dark-skinned man seated and wearing a red open-necked tunic. He looks up to the right. His wrists are shackled and a large chain rests at his right, running down the bench he sits upon.",1827.0,1827.0,1827,"John Philip Simpson
English, 1782–1847",,127 × 101.5 cm (50 × 40 in.),Oil on canvas,"Purchased with funds provided by Mary Winton Green, Dan and Sara Green Cohan, Howard and Lisa Green and Jonathan and Brenda Green, in memory of David Green",Painting and Sculpture of Europe,John Philip Simpson,painting
78,201819,Head Ornament,"A work made of nylon and polypropylene hair, amber, coral, shell, silver, carnelian, and glass beads.",1960.0,1999.0,After 1960,"Tekna
Laayoune, Western Sahara
Northern Africa and the Sahel",Morocco,12.5 × 18 × 4.6 cm (4 15/16 × 7 1/8 × 1 13/16 in.),"Nylon and polypropylene hair, amber, coral, shell, silver, carnelian, and glass beads",Alsdorf Foundation - James and Marilynn Alsdorf Acquisition Fund,Arts of Africa,Tekna,headdress - misc
79,201820,Prayer-String Necklace,"A work made of wood, silver, copper, amber, silk, and carnelian.",1900.0,1940.0,Early 20th century,"Tekna
Laayoune, Western Sahara
Northern Africa and the Sahel",Morocco,L. 152 cm (59 7/8 in.),"Wood, silver, copper, amber, silk, and carnelian",Alsdorf Foundation - James and Marilynn Alsdorf Acquisition Fund,Arts of Africa,Tekna,jewelry
80,201823,Anklets,A work made of silver and copper alloy.,1900.0,1940.0,Early 20th century,"Tekna
Guelmim, Morocco
Northern Africa and the Sahel",Morocco,5.5 × 6 × 3 cm (2 1/8 × 2 3/8 × 1 3/16 in.),Silver and copper alloy,Alsdorf Foundation - James and Marilynn Alsdorf Acquisition Fund,Arts of Africa,Tekna,anklet
81,202142,Portrait of an Old Man,"A work made of charcoal, with wet brush and stumping, on tan laid paper prepared with a gray ground.",1450.0,1499.0,late fifteenth century,"Attributed to Francesco Bonsignori
Italian, c. 1460–1519",Italy,275 × 219 mm,"Charcoal, with wet brush and stumping, on tan laid paper prepared with a gray ground",Gift of Richard and Mary L. Gray,Prints and Drawings,Francesco Bonsignori,drawings (visual works)
82,202143,"Study of a Nude Seen from the Back, and Two Studies of an Arm (recto); Nude Seen from the Back, with Subsidiary Studies of a Shoulder and Leg (verso)","A work made of pen and iron gall ink (recto) and pen and iron gall ink, with touches of red chalk (verso) on cream laid paper.",1528.0,1528.0,c. 1528,"Perino del Vaga
Italian, 1501–1547",Italy,281 × 193 mm,"Pen and iron gall ink (recto) and pen and iron gall ink, with touches of red chalk (verso) on cream laid paper",Gift of Richard and Mary L. Gray,Prints and Drawings,Perino del Vaga,pen and ink drawings
83,202145,"Young Warrior, Seen from Behind, Lifting a Curtain","A work made of pen and brown ink, and brush and brown wash, heightened with white gouache, over black chalk, on cream laid paper.",1550.0,1555.0,1550/55,"Francesco Salviati
Italian, 1510–1563",Italy,432 × 280 mm,"Pen and brown ink, and brush and brown wash, heightened with white gouache, over black chalk, on cream laid paper",Gift of Richard and Mary L. Gray,Prints and Drawings,Francesco Salviati,drawings (visual works)
84,202146,Bearded Man with his Right Arm Raised,"A work made of black, red, and ocher chalk, heightened with touches of white chalk, on bluish gray laid paper.",1562.0,1564.0,1562/64,"Giuseppe Porta
Italian, c. 1520–c. 1575",Italy,206 × 263 mm,"Black, red, and ocher chalk, heightened with touches of white chalk, on bluish gray laid paper",Gift of Richard and Mary L. Gray,Prints and Drawings,"Giuseppe Porta, called Giuseppe Salviati",drawings (visual works)
85,202148,"Sleeping Male Nude, perhaps for the Drunkenness of Noah",A work made of black and white chalk on light brown paper.,1550.0,1550.0,c. 1550,"Paris Bordone
Italian, 1500–1571",Italy,238 × 288 mm,Black and white chalk on light brown paper,Promised gift of Richard and Mary L. Gray,Prints and Drawings,Paris Bordone,drawings (visual works)
86,202149,Study for the Christ Child in the Madonna of S. Simone (recto); Study of a Landscape (verso),"A work made of black chalk, with stumping (recto), and black chalk, with touches of red chalk (verso), on cream laid paper.",1567.0,1567.0,c. 1567,"Federico Barocci
Italian, 1528–1612",Italy,231 × 159 mm,"Black chalk, with stumping (recto), and black chalk, with touches of red chalk (verso), on cream laid paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Federico Barocci,drawings (visual works)
87,202158,Sophronia Enters the Palace of Aladin,"A work made of pen and brown ink, and brush and brown wash, over touches of red chalk, on cream laid paper, laid down on blue laid laminated card.",1604.0,1606.0,1604/06,"Andrea Boscoli
Italian, 1550–1606",Italy,239 × 179 mm,"Pen and brown ink, and brush and brown wash, over touches of red chalk, on cream laid paper, laid down on blue laid laminated card",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Andrea Boscoli,drawings (visual works)
88,202159,Study of a Kneeling Saint,A work made of black chalk on cream laid paper.,1570.0,1575.0,1570/75,"Orazio Samacchini
Italian, 1532–1577",Italy,421 × 274 mm,Black chalk on cream laid paper,Promised gift of Richard and Mary L. Gray,Prints and Drawings,Orazio Samacchini,drawings (visual works)
89,202160,The Flagellation of Christ,"A work made of pen and brown and black ink and brush and iron-gall ink wash, over black chalk, heightened with white gouache, on tan laid paper, pieced along right edge and incised.",1544.0,1594.0,by 1594,"Jacopo Palma il Giovane
Italian, c. 1548–1628",Italy,413 x 290 mm,"Pen and brown and black ink and brush and iron-gall ink wash, over black chalk, heightened with white gouache, on tan laid paper, pieced along right edge and incised",Gift of Richard and Mary L. Gray,Prints and Drawings,Jacopo Palma Il Giovane,drawing
90,202161,The Conversion of Saint Paul,"A work made of pen and iron-gall ink, with brush and iron-gall ink wash, heightened with white oil paint, over traces of black chalk, on laid paper prepared with a brown oil wash, laid down on paper.",1587.0,1589.0,1587/89,"Lodovico Carracci
Italian, 1555–1619",Italy,550 × 335 mm,"Pen and iron-gall ink, with brush and iron-gall ink wash, heightened with white oil paint, over traces of black chalk, on laid paper prepared with a brown oil wash, laid down on paper",Gift of Richard and Mary L. Gray,Prints and Drawings,Lodovico Carracci,drawings (visual works)
91,202162,"Study of Hercules Resting, with Separate Studies of His Head and Foot (recto); Rectangular grid design (verso)","A work made of black chalk, heightened with white chalk, on blue laid paper.",1595.0,1597.0,1595/97,"Annibale Carracci
Italian, 1560–1609",Italy,259 × 395 mm,"Black chalk, heightened with white chalk, on blue laid paper",Gift of Richard and Mary L. Gray,Prints and Drawings,Annibale Carracci,drawings (visual works)
92,202245,Angel Comforting a Hermit Saint,"A work made of pen and iron-gall ink, with brush and iron-gall ink wash, over black chalk, on cream laid paper.",1660.0,1669.0,1660s,"Attributed to Giovanni Battista Pace
Italian, active c. 1650-c. 1664",Italy,118 × 151 mm,"Pen and iron-gall ink, with brush and iron-gall ink wash, over black chalk, on cream laid paper",Gift of Richard and Mary L. Gray,Prints and Drawings,Giovanni Battista Pace,drawings (visual works)
93,202249,Nude Youth in the Pose of the Spinario,"A work made of black chalk, heightened with white chalk, on tan laid paper.",1610.0,1616.0,1610/16,"Peter Paul Rubens
Flemish, 1577–1640",Flanders,280 × 188 mm,"Black chalk, heightened with white chalk, on tan laid paper",Gift of Richard and Mary L. Gray,Prints and Drawings,Peter Paul Rubens,drawings (visual works)
94,202256,Democritus and Heraclitus Laughing and Sorrowing over the Follies of the World,"A work made of black chalk, with pen and black and brown ink and brush and various brown washes, heightened with white gouache, on cream laid paper.",1742.0,1743.0,1742/43,"Giovanni Battista Tiepolo
Italian, 1696–1770",Italy,405 × 272 mm,"Black chalk, with pen and black and brown ink and brush and various brown washes, heightened with white gouache, on cream laid paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Giambattista Tiepolo,drawings (visual works)
95,202288,The Riva degli Schiavoni Seen from the Market at the Pier,"A work made of pen and iron-gall ink and brush and gray wash, over traces of graphite, on off-white laid paper, laid down on cream laid laminated card.",1755.0,1768.0,after 1755,"Canaletto 
Italian, 1697–1768",Italy,353 × 240 mm,"Pen and iron-gall ink and brush and gray wash, over traces of graphite, on off-white laid paper, laid down on cream laid laminated card",Gift of Richard and Mary L. Gray,Prints and Drawings,Canaletto,drawings (visual works)
96,202292,"Ulysses Before Circe, Mercury Behind","A work made of red chalk, with touches of wetted red chalk, on cream laid paper.",1766.0,1766.0,1766,"Gaetano Gandolfi
Italian, 1734–1802",Italy,499 × 359 mm,"Red chalk, with touches of wetted red chalk, on cream laid paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Gaetano Gandolfi,drawings (visual works)
97,202293,The Flagellation,"A work made of pen and brown ink, with brush and brown wash, over black chalk, on cream laid paper, laid down on cream wove paper.",1770.0,1775.0,early 1770s,"Ubaldo Gandolfi
Italian, 1728–1781",Italy,247 × 202 mm,"Pen and brown ink, with brush and brown wash, over black chalk, on cream laid paper, laid down on cream wove paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Ubaldo Gandolfi,pen and ink drawings
98,202296,Study for a Herm,"A work made of black chalk, heightened with touches of white chalk and traces of graphite, on tan laid paper, laid down on tan laid paper.",1674.0,1678.0,1674/78,"Charles Le Brun
French, 1619–1690",France,322 × 180 mm,"Black chalk, heightened with touches of white chalk and traces of graphite, on tan laid paper, laid down on tan laid paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Charles Le Brun,chalk
99,202297,"Studies after Andrea Mantegna, Giulio Romano, and the Antique","A work made of pen and brown ink, with brush and brown wash, on off-white laid paper.",1635.0,1640.0,1635/40,"Nicolas Poussin
French, 1594–1665",France,269 × 203 mm,"Pen and brown ink, with brush and brown wash, on off-white laid paper",Gift of Richard and Mary L. Gray,Prints and Drawings,Nicolas Poussin,drawings (visual works)
100,202298,"Study of Bucephalus for the Relief ""Alexander and Diogenes""","A work made of red chalk, heightened with touches of white chalk, on tan laid paper, laid down on tan laminate board.",1675.0,1676.0,1675/76,"Pierre Puget
French, 1620–1694",France,363 × 257 mm,"Red chalk, heightened with touches of white chalk, on tan laid paper, laid down on tan laminate board",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Pierre Puget,drawings (visual works)
101,202299,Two Angels in Flight,"A work made of red chalk, with touches of black chalk, heightened with white chalk, on tan laid paper.",1707.0,1710.0,1707/10,"Charles de la Fosse
French, 1636–1716",France,228 × 265 mm,"Red chalk, with touches of black chalk, heightened with white chalk, on tan laid paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Charles de Lafosse,drawings (visual works)
102,202343,Portrait of a Young Woman,A work made of graphite on off-white wove paper.,1812.0,1812.0,1812,"Jean Auguste Dominique Ingres
French, 1780–1867",France,257 × 199 mm,Graphite on off-white wove paper,Promised gift of Richard and Mary L. Gray,Prints and Drawings,Jean Auguste Dominique Ingres,drawings (visual works)
103,202351,Primitive Being,"A work made of various charcoals and black chalk, with stumping, wiping, and erasing, fixed, on cream wove paper.",1871.0,1881.0,c. 1876,"Odilon Redon
French, 1840–1916",France,445 × 369 mm,"Various charcoals and black chalk, with stumping, wiping, and erasing, fixed, on cream wove paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Odilon Redon,drawings (visual works)
104,202356,Academic Male Nude,"A work made of black conté crayon, black chalk, and charcoal, with stumping and erasing, on cream laid paper.",1877.0,1877.0,1877,"Georges Seurat
French, 1859–1891",France,636 × 485 mm,"Black Conté crayon, black chalk, and charcoal, with stumping and erasing, on cream laid paper",Gift of Richard and Mary L. Gray,Prints and Drawings,Georges Seurat,drawings (visual works)
105,202357,Landscape,A work made of black conté crayon on off-white laid paper.,1876.0,1886.0,c. 1881,"Georges Seurat
French, 1859–1891",France,249 × 316 mm,Black Conté crayon on off-white laid paper,Gift of Richard and Mary L. Gray,Prints and Drawings,Georges Seurat,drawings (visual works)
106,202382,Avenue of Pollard Birches and Poplars,A work made of reed pen and iron-gall ink on tan laid paper.,1884.0,1884.0,March 1884,"Vincent van Gogh
Dutch, 1853–1890",Netherlands,192 × 265 mm,Reed pen and iron-gall ink on tan laid paper,Promised gift of Richard and Mary L. Gray,Prints and Drawings,Vincent van Gogh,drawings (visual works)
107,202383,Bather With Outstretched Arms (recto); Study of a Tree (verso),A work made of graphite on cream laid paper (pieced).,1874.0,1877.0,1874/77,"Paul Cézanne
French, 1839–1906",France,179 × 111 mm,Graphite on cream laid paper (pieced),Gift of Richard and Mary L. Gray,Prints and Drawings,Paul Cézanne,drawings (visual works)
108,202386,The Seamstress,"A work made of fabricated black chalk, with touches of pen and black ink, on cream wove paper, laid down on japanese paper.",1900.0,1900.0,1900,"Henri Matisse
French, 1869–1954",France,309 × 217 mm,"Fabricated black chalk, with touches of pen and black ink, on cream wove paper, laid down on Japanese paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Henri Matisse,chalk
109,202389,Man with a Clarinet,A work made of fabricated black chalk on cream wove paper.,1911.0,1911.0,1911,"Pablo Picasso
Spanish, 1881–1973",Spain,309 × 196 mm,Fabricated black chalk on cream wove paper,Promised gift of Richard and Mary L. Gray,Prints and Drawings,Pablo Picasso,drawings (visual works)
110,202394,Portrait of Jacqueline,"A work made of graphite, with smudging, and touches of black ballpoint pen, on cream wove paper.",1962.0,1962.0,"December 28, 1962","Pablo Picasso
Spanish, 1881–1973",Spain,349 × 250 mm,"Graphite, with smudging, and touches of black ballpoint pen, on cream wove paper",Promised gift of Richard and Mary L. Gray,Prints and Drawings,Pablo Picasso,graphite
111,202399,Reclining Nude (Sleeping Woman),A work made of graphite on cream wove paper.,1969.0,1969.0,"September 5, 1969","Pablo Picasso
Spanish, 1881–1973",Spain,505 × 650 mm,Graphite on cream wove paper,Gift of Richard and Mary L. Gray,Prints and Drawings,Pablo Picasso,graphite
